track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
5wNpnKRUxbPoIpDXFZ5NkU,Nusrat Fateh Ali Khan;A1Melodymaster,Reformed,Sochta Houn,59,277278,False,0.8,0.634,1,-5.895,0,0.132,0.356,0.000605,0.0733,0.46,100.001,4,folk
7iLVpb0WAgeVRn2wSdmdrd,Jóhann Jóhannsson,The Theory of Everything (Original Motion Picture Soundtrack),"Cambridge, 1963",54,101572,False,0.357,0.0878,10,-16.909,1,0.0392,0.967,0.98,0.102,0.654,82.874,3,ambient
0okaDpkRq0rpIuf1dC0VEr,Roderick Porter,POISON!,POISON!,56,147318,True,0.703,0.552,11,-10.288,1,0.195,0.835,0.101,0.569,0.609,176.132,4,emo
00Xf7wRRRAnCeghgsv7beW,Ingested,The Level Above Human,Misery Leech,21,250247,False,0.5,0.992,9,-4.422,1,0.122,8.52e-05,9.3e-05,0.309,0.153,134.997,3,death-metal
08isVfPzPF8eYPj5iiS7wQ,Pinhani,Kediköy,Dur Söyleme,40,198391,False,0.522,0.676,6,-8.117,0,0.0279,0.0121,0.00209,0.114,0.245,102.069,4,turkish
3Nuwv0OCUO3TFYQjxAtRnC,Hayley Westenra,River Of Dreams - The Very Best of Hayley Westenra,Pokarekare Ana,26,198813,False,0.149,0.149,7,-13.189,1,0.0365,0.8,3.6e-06,0.111,0.113,77.697,4,new-age
4uVz63luo9MJ4aFSLuW9sz,Amy Spanger;Matthew Saldívar,The Wedding Singer (Original Broadway Cast Recording),Right in Front of Your Eyes,27,204240,False,0.598,0.598,4,-5.196,1,0.0879,0.135,7.27e-05,0.121,0.82,145.664,4,show-tunes
2KZtLRbaxkxjAanRvMciQe,CKY,The Phoenix,Unknown Enemy,22,224435,False,0.478,0.959,9,-5.697,0,0.371,0.00422,7.6e-06,0.295,0.481,110.043,4,industrial
5pH1BecbNktYDbYw0XCEWn,Mercyful Fate,Melissa,Evil,52,284960,False,0.288,0.904,0,-9.455,1,0.114,0.000273,0.382,0.0894,0.556,133.838,4,death-metal
2TXNt030U3LfqFqbNjdk9T,Josh A,OUT THE GRAVE,OUT THE GRAVE,60,153704,False,0.683,0.738,8,-6.455,1,0.127,0.122,0.0,0.315,0.519,178.98,4,sad
6A4hgJdwriera4WSUl4moW,Sheff G;Sleepy Hallow,One and Only,Weight On Me,73,157619,True,0.801,0.533,3,-6.198,0,0.222,0.707,4.28e-05,0.125,0.626,121.959,4,r-n-b
5hUJhTmxXtD9U9vWNGKUNd,Joris Delacroix,Air France - EP,Air France - Synapson Remix,48,351000,False,0.782,0.744,4,-9.378,0,0.0482,0.0319,0.123,0.139,0.299,119.992,4,minimal-techno
7DYsBLdOqz0z14tYWMt2Tn,KT Tunstall,Del gusto de mamá,Hold On,0,177613,False,0.661,0.937,4,-5.157,0,0.0979,0.322,1.04e-06,0.19,0.805,105.549,4,singer-songwriter
3hB9NQ5Mug7EdxMZqfguj3,Najand,In the Night of Revolution,Embezzlement,0,158940,False,0.125,0.734,1,0.584,1,0.0591,0.0382,0.859,0.372,0.0468,145.09,4,iranian
6TlMWLGfXZhf8AwUoDLsWO,Kathleen Madigan,Madigan Again,Muslims and Catholics,25,449426,True,0.582,0.896,6,-3.703,1,0.88,0.854,0.0,0.935,0.467,88.301,3,comedy
2W5EvgsEBmBWqZz4GumrXA,Steve Vai,Alien Love Secrets,Bad Horsie,45,350840,False,0.543,0.771,5,-8.855,1,0.0457,0.000276,0.776,0.804,0.638,127.038,4,guitar
6a8LfgC5aAaHNhsQcGQY1r,Tensnake;Cara Melín;LP Giobbi,Antibodies,Antibodies - LP Giobbi Remix,66,312226,False,0.61,0.765,3,-4.914,1,0.172,0.175,1.05e-06,0.0914,0.243,125.028,4,deep-house
4DPovSJonVPid3EDSxL9K8,Belle,Belle (Original Motion Picture Soundtrack),歌よ,52,239263,False,0.314,0.277,4,-12.458,0,0.0364,0.467,0.0216,0.157,0.161,87.004,3,anime
76BHmT2sUm6yjo9TivNRda,Bethel Music;Steffany Gretzinger,Moments: Mighty Sound,Reckless Love (Spontaneous),52,599746,False,0.252,0.462,11,-9.05,1,0.0334,0.0135,0.0,0.104,0.0604,110.243,4,ambient
6Neol95yHAmjgPDrXBnuXk,Jürgen Drews,Das ist der Moment,Das ist der Moment - Single Mix,25,183426,False,0.674,0.964,9,-2.404,0,0.0379,0.0486,0.0,0.108,0.748,130.099,4,party
1HjZDqiaUrq46GHhHXE4vG,Porter Robinson,Get Your Wish,Get Your Wish,46,217879,False,0.542,0.684,11,-5.844,1,0.0508,0.0997,0.0,0.125,0.442,95.004,4,dubstep
5VrerhWRu30Wffr8UDsl5e,Teemu Roivainen,Sydämesi tyhjä huone,Rakastan enemmän sua kuin ketään ennen,17,235933,False,0.247,0.649,4,-5.401,0,0.0344,0.422,0.0422,0.112,0.417,183.691,3,tango
53UU9jSpS0KIqvpZn2nr8O,Baden Powell;Vinícius de Moraes,"Vinícius – Sua Bênção, Saravá!",Canto De Ossanha,23,204533,False,0.427,0.588,7,-10.675,0,0.0417,0.602,0.0,0.122,0.763,87.654,4,guitar
0RYqTScbPJ3wijhvWOgLkE,Ben Platt;Tiësto,Imagine (Tiësto Remix),Imagine - Tiësto Remix,44,136363,False,0.701,0.789,6,-5.399,1,0.0395,0.0661,1.89e-05,0.222,0.375,109.99,4,show-tunes
14BH4qO7pgCmIe6mgLKOK3,BANNERS,Empires On Fire,Someone To You,73,219800,False,0.468,0.936,2,-3.683,1,0.0455,0.00568,0.0,0.24,0.663,75.05,4,indie-pop
3YtQEstZsfPxe7umqDi0gC,Sevendust,Seasons,Burned Out,27,232533,True,0.462,0.946,1,-3.945,1,0.0749,0.000203,0.0,0.158,0.498,161.91,4,industrial
0bCGYk407DfAJOiOM5ifi6,DJ Noiz;Mikey Mayz,Still The One,Still The One,51,139166,False,0.686,0.462,1,-8.278,1,0.0382,0.00603,0.0,0.117,0.689,143.99,4,dub
2XeFvIUa37xNYIVWCoYKjA,Devin Dawson,Country Car Hits,Range Rover,0,197958,False,0.765,0.718,0,-2.755,1,0.0473,0.415,0.0,0.0545,0.75,144.101,4,country
5oaKdJi8it3WRS3RMAqZsE,Juan Falú,Reencuentro en el CCK,Repiqueteadita,21,115147,False,0.559,0.455,9,-12.292,1,0.061,0.745,0.849,0.711,0.451,101.698,4,guitar
1E2X4G7S7X8VTMrS4jWDiZ,New Model Army,The Ghost Of Cain,Western Dream,21,234573,False,0.394,0.783,2,-15.533,1,0.042,0.0582,0.093,0.373,0.7,149.967,4,goth
5el5IEyb9ki6rxmGckY0Hk,Celestial Alignment,Northern Lights,One More Coffee,3,118492,False,0.627,0.117,8,-21.584,1,0.0376,0.979,0.926,0.264,0.382,68.845,4,chill
4FwDRTQdk1FmiVTCLLeeKn,CoComelon,CoComelon Essentials,Animal Dance Song,42,171804,False,0.834,0.501,3,-11.924,1,0.135,0.576,0.0,0.0935,0.898,180.006,4,children
5j3iBuHq6vv7VcBo4Y2QrK,Ghost,Meliora,Cirice,63,362093,False,0.555,0.798,3,-5.658,1,0.0279,0.00254,1.5e-05,0.171,0.284,89.987,4,hard-rock
5QFoUJ4XD88IEA5FYst3e6,Chamin Madero,La Guitarra de Mexico,Amaneci En Tus Brazos,20,225573,False,0.676,0.382,2,-15.342,1,0.0274,0.741,0.876,0.14,0.691,92.166,4,guitar
39citGb6KMohZw2V7MJvT2,Sergei Lemeshev,World Ethno Music: Russian songs,Akh Ty Dushechka,0,200482,False,0.252,0.37,2,-12.03,0,0.0529,0.96,1.32e-05,0.127,0.199,93.309,3,romance
04Iowc7vuZu066BsZbMicw,Black Uhuru,Taxi Trax,Sun is Shining - Jamaican Dub Mix,27,217144,False,0.708,0.803,0,-6.136,1,0.0503,0.00775,0.854,0.375,0.672,123.645,4,dub
5phqPWGuBctKI3eNxsJvaN,BigRicePiano,Stories in the Rain,A Bitter Rain,49,230639,False,0.356,0.0217,10,-32.216,0,0.0568,0.991,0.864,0.264,0.183,173.716,3,piano
2LoGv4HSbilp1SVoQ10Qw6,ØZI;9m88,ØZI: The Album,Black Out (feat. 9m88),52,237406,False,0.772,0.559,1,-8.735,1,0.124,0.556,0.0,0.101,0.794,100.056,4,mandopop
1wlVa73GOUQBbsyfQoj6cX,Esthero,Wikked Lil' Grrrls (U.S. Release),Thank Heaven 4 You,19,271946,False,0.678,0.559,1,-9.198,0,0.0544,0.179,0.374,0.12,0.213,90.014,4,trip-hop
4H9x1lTsMGkBvjtfkduQpX,Official HIGE DANdism,One-Man Tour 2021-2022 -Editorial-@Saitama Super Arena (LIVE),Apoptosis - LIVE,32,389226,False,0.354,0.685,5,-7.805,0,0.0387,0.119,0.0,0.79,0.277,156.008,4,j-rock
5e11qBTvl3bdn4rFIv8ZGe,Blackmen;Lion Fiah;Alto contraste,Códigos,Códigos,29,183447,True,0.832,0.705,10,-3.932,0,0.127,0.172,1.2e-06,0.161,0.525,92.98,4,dancehall
1YULnhLM9r4rgOY4whqilF,Joy Oladokun,Best Alternative Pop Tunes,sorry isn't good enough,0,187543,True,0.618,0.554,2,-7.39,0,0.0464,0.029,7.76e-05,0.179,0.575,140.038,4,folk
64L9jlYeCVEojwVRpTaxcv,Linda Eder,It's Time,Big Time,23,219440,False,0.665,0.564,7,-6.145,1,0.073,0.391,0.0,0.0766,0.623,108.807,4,show-tunes
3EHKgLveCS2sUD6WGZJmaY,Jon Reep,Ginger Beard Man,Public Privacy,19,107275,True,0.494,0.835,11,-13.21,0,0.933,0.867,0.0,0.783,0.106,85.6,4,comedy
6wfFsXmUAvscjjoyIkHWg7,Cooltime Kids,best of Canzoni per Bambini,Alphabet Song,27,106706,False,0.851,0.473,0,-7.552,1,0.0361,0.753,0.0,0.076,0.836,115.988,4,kids
36NQtTNiBpURnyDasqNsCf,Shinedown,Top of the Rock,Planet Zero,0,222738,False,0.416,0.964,9,-2.967,1,0.112,2.35e-05,0.000875,0.473,0.212,157.925,4,grunge
4m3uMuu1gYYjZPtZvTOe6t,The Growlers,Casual Acquaintances,Orgasm of Death,58,235692,False,0.415,0.728,11,-5.568,0,0.0303,0.000303,0.000106,0.595,0.703,154.992,4,garage
7rDQqna9nGhRGJWsF4Vc5p,Banda Cuisillos,Mas Allá De La Nada,Adicto,45,184087,False,0.525,0.58,7,-6.015,1,0.0301,0.386,0.0,0.0889,0.29,79.07,4,r-n-b
24D8cuJJt69eUIEIZjWhEv,The Jackson 5,70s Christmas Party,Up On The House Top,0,192040,False,0.778,0.883,7,-6.583,1,0.0595,0.631,0.0,0.229,0.964,104.52,4,soul
52HAHV1j93s5B8GoTNI7DJ,Roy Orbison,The Essential Roy Orbison,"Oh, Pretty Woman",63,176933,False,0.609,0.584,9,-9.734,1,0.0353,0.725,0.0,0.0854,0.954,127.306,4,rockabilly
3PG7BAJG9WkmNOJOlc4uAo,The Velvet Underground;Nico,The Velvet Underground & Nico 45th Anniversary,Femme Fatale,64,159000,False,0.55,0.145,0,-15.753,1,0.0332,0.913,0.0,0.118,0.138,103.918,4,psych-rock
5ZdzNVOmCSp5HFLk0EgvJS,The All-American Rejects,Move Along,Dirty Little Secret,66,193653,False,0.469,0.955,10,-4.253,1,0.0432,0.000343,1.35e-06,0.548,0.462,143.853,4,punk
4TnUKixNWMfajncgdSwFoi,George Strait,Strait From The Heart,Amarillo By Morning,70,173466,False,0.606,0.361,9,-16.031,1,0.0346,0.264,3.39e-05,0.38,0.621,121.059,4,country
06lZtG8TU4VihWV7ZKcqCI,Hayley Kiyoko,All Bops,deep in the woods,0,189898,False,0.508,0.749,9,-6.469,0,0.0625,0.016,0.0,0.369,0.411,87.986,4,indie-pop
6FfLg6FFqhCsrFOaHIGkg0,JAWNY,For Abby,Honeypie,75,135581,False,0.74,0.688,5,-4.361,0,0.0916,0.061,0.0,0.138,0.935,115.035,4,indie-pop
7GnJ6f7d87kMIHBt2753YS,Deekline;Rell Rock,Bass Shakers 2015,My DJ Bass - Original Mix,9,281250,False,0.864,0.835,11,-5.293,0,0.179,0.00318,7.29e-06,0.0255,0.721,128.019,4,breakbeat
1iaurKazxJHZw93AKY2DRE,Leidy Murilho;Talita Barreto;Asaph,Força Pra Encarar,Força Pra Encarar,28,181766,False,0.656,0.404,11,-7.836,1,0.0531,0.378,0.0,0.108,0.4,113.082,4,groove
7nYbKsvhM88mHCmFsAIQVp,Criolo,Fellini,Fellini,42,171989,False,0.805,0.746,1,-5.211,0,0.185,0.238,0.0,0.215,0.717,127.922,4,afrobeat
5pn9cMaLEyGV5IaooCc0xb,Susumu Yokota,Acid Mt.Fuji (2016 Remaster Deluxe Edition),F,10,560510,False,0.71,0.882,7,-8.721,1,0.0915,0.0245,0.819,0.323,0.55,125.486,4,idm
3vGvMhuNgM3KVuwHEwZWwI,Los Hermanos,Los Hermanos Na Fundição Progresso - 09 De Junho De 2007,Anna Júlia - Ao Vivo,46,226546,False,0.233,0.948,3,-4.464,1,0.209,0.12,0.00261,0.984,0.444,146.753,4,brazil
1Gqpa08T7eBAvPQj9O9L2Q,"Fear, and Loathing in Las Vegas",All That We Have Now,Just Awake,58,218573,False,0.357,0.98,5,-1.286,0,0.153,0.00143,0.0,0.196,0.567,191.147,4,hardcore
3qO8tgZ1j1eWl4RLDVjVq0,Georges Bizet;Inva Mula/Orchestre National du Capitole de Toulouse/Michel Plasson;Michel Plasson;Wolff;Orchestre National Du Capitole De Toulouse,Bizet : Carmen,"Carmen, Act III: Air: Je dis que rien ne m'épouvante (Micaëla)",21,307760,False,0.316,0.147,3,-16.986,1,0.048,0.976,0.000219,0.159,0.038,106.214,3,opera
0TfxYd20qQvBHD0ZOV29mI,Solee,Growl,Growl,37,407752,False,0.662,0.641,1,-7.833,1,0.044,0.00017,0.887,0.0949,0.257,124.991,4,minimal-techno
69LsOTlcKFAlH2QDkEEhmO,Tim Halperin,Searching for the Same Thing,White,39,210226,False,0.537,0.674,11,-5.32,1,0.0284,0.426,0.0,0.128,0.329,92.049,4,acoustic
1uHkF8uTBRLQMir5CxLDSQ,Esther Marcos;ONE Service,Santo dos Santos,Santo dos Santos,40,278268,False,0.427,0.68,0,-6.992,1,0.0321,0.57,0.000632,0.128,0.183,140.141,4,gospel
06Mu4dzNZDxsMkFK5iAmpe,Ollie Wride,Thanks in Advance,Never Live Without You,39,234345,False,0.546,0.84,5,-6.398,1,0.0337,0.000891,0.0564,0.263,0.315,135.92,4,synth-pop
1YpHyt9OaNL6Jk2F5pRyCm,Rick James,80s Bangers Vol. 1,Super Freak,1,204600,False,0.857,0.796,9,-6.866,0,0.0527,0.079,0.0,0.0503,0.944,132.528,4,disco
5h8f9DCgVEUqgfLuXwPIHO,Onur Ormen;Tommygunnz,Greatest,Greatest,39,160500,True,0.699,0.748,10,-8.538,0,0.184,0.0103,1.23e-05,0.0572,0.61,159.975,4,turkish
7pLuEMFougkSHXrPBtNxTR,Sade,Diamond Life,Smooth Operator,56,298893,False,0.794,0.559,9,-6.491,0,0.0319,0.367,0.0107,0.0371,0.963,119.81,4,british
6Wy4wYiZtpb3Cpqf8Nul1b,Los Reno,El Ultimo Beso,Reflexiona,33,130266,False,0.664,0.678,8,-5.369,1,0.0291,0.877,0.0,0.273,0.955,112.384,4,rock-n-roll
7k3qWn8D43a5ISa3x8lJux,Anuel AA,¿Qué Nos Pasó?,¿Qué Nos Pasó?,76,245738,True,0.703,0.694,3,-4.808,0,0.0607,0.436,5.8e-06,0.12,0.298,95.0,4,reggaeton
3KzJQN4N0TTyapAiCMt34o,Sadness,atna,hope you never forget,34,702629,False,0.38,0.838,1,-7.602,0,0.0627,0.553,0.809,0.0821,0.158,140.013,4,black-metal
69kPmtjz4qEkia1BBRYJ5e,arai tasuku,Alice,Dear Alice,36,218000,False,0.548,0.722,2,-6.683,0,0.0477,0.716,0.0022,0.139,0.19,125.01,3,idm
4TDOq2xp9i10RZcOTsmyMS,Sub Focus,Sub Focus,Triple X,18,238280,False,0.392,0.907,10,-5.963,0,0.0384,6.89e-05,0.824,0.384,0.186,174.035,4,drum-and-bass
4TuolvR6umOx58y53a9Vak,Feine Sahne Fischfilet,Sturm & Dreck,Ich mag kein Alkohol,37,215718,False,0.406,0.966,2,-3.515,0,0.0768,0.00113,0.0,0.0714,0.497,171.966,4,punk-rock
4iGMiZ5jZLCNBnCsjpPGqK,Paulo Diniz,20 Super Sucessos,Vou-Me Embora,45,225200,False,0.733,0.377,0,-10.334,1,0.0339,0.573,1.03e-05,0.123,0.439,105.048,4,samba
6pWqezJBW5DYCuYlLug4fC,Will Ackerman,Relaxation: A Windham Hill Collection,Big Thing In The Sky,24,396600,False,0.2,0.00571,5,-27.969,1,0.0386,0.961,0.825,0.0917,0.154,173.553,4,new-age
3gfJdrBqXWNzgr5tnqkqWn,disrupt,Unrest,Smash Divisions,17,78533,False,0.368,0.989,8,-3.279,1,0.112,3.92e-05,3.16e-06,0.296,0.21,123.774,4,grindcore
6V2P29vgCUzEyumZpR1hew,AMONGST THE ASHES,Agonizing Awakening,Egoistic Faith,0,296235,False,0.393,0.974,6,-7.388,1,0.0549,1.13e-06,0.871,0.0886,0.231,112.508,4,iranian
00YU94LCvdDLplDmXCu9UO,Chase & Status;Skrillex,Brand New Machine (Deluxe Version),International - Skrillex Remix,39,239667,False,0.519,0.818,1,-6.218,1,0.0596,9.19e-05,0.00467,0.426,0.544,183.975,4,drum-and-bass
1LJt4Lh6SXMoe7XKTHUJ7o,Ingrid Andress,Finest Country,Blue,0,201541,False,0.488,0.175,8,-9.5,1,0.0491,0.952,1.01e-06,0.105,0.201,117.291,4,country
4xyFKeBM18JfbKI5ksbCzI,Laura Sullivan,You Are the Reason (Instrumental),You Are the Reason - Instrumental,54,209984,False,0.498,0.236,10,-16.117,1,0.0457,0.99,0.938,0.11,0.148,168.215,3,new-age
5xnPzWZDowGxTQTl4RwrmC,Old 97's,Satellite Rides,King of All the World,22,171813,False,0.405,0.715,0,-7.362,1,0.044,0.000776,0.0,0.139,0.693,77.112,4,power-pop
3MHqGAgzog0ws73QGNmpPA,Georgio,Ciel enflammé - Sacré,Miraculé,32,137661,True,0.827,0.571,5,-6.756,0,0.5,0.518,0.0,0.105,0.317,100.142,4,french
34EbXKNnIAkgJEuWAcEQ8O,Joel Corry;MNEK,Hot Mix Pop,Head & Heart,0,166028,False,0.734,0.874,8,-3.158,1,0.0662,0.168,1.14e-05,0.0489,0.905,122.953,4,dance
6ThXQg3iN73renTPLocRTM,The Jam,80s Bangers Vol. 2,Town Called Malice,0,174160,False,0.534,0.955,7,-5.338,1,0.0918,0.00368,0.0519,0.0719,0.759,101.724,4,punk
2aEeghgUcnu75tzcolFMfs,Ritchie Valens,Ritchie Valens,La Bamba - Single Version,66,126960,False,0.516,0.809,0,-6.419,1,0.0545,0.787,0.000331,0.303,0.939,75.099,4,rockabilly
3Xw8Y6PAARxYOar665cM68,Voidax,Time and Space,Time and Space,21,236032,False,0.47,0.966,4,-2.558,0,0.067,0.0128,0.0041,0.378,0.31,155.007,4,hardstyle
3vuwq4DLwYydVDiLCyKbS2,Luedji Luna,Bom Mesmo É Estar Debaixo D'Água,Goteira,40,319506,False,0.655,0.664,11,-10.92,0,0.0403,0.0506,0.435,0.104,0.739,99.725,3,mpb
4wphXa88wjquVPBxJbJdji,Anitta,Happy Commute,Boys Don't Cry,0,135046,False,0.594,0.874,5,-3.598,1,0.0387,0.00166,0.0,0.148,0.646,164.163,4,funk
0gmbgwZ8iqyMPmXefof8Yf,Nickelback,Silver Side Up,How You Remind Me,80,223840,False,0.446,0.764,10,-5.042,1,0.033,0.00135,0.0,0.099,0.543,172.094,4,alternative
1arJHhz6TxMV50SNvSmGnV,Sash!,It's My Life,Ecuador - Original Radio Edit,67,212133,False,0.591,0.888,4,-6.836,1,0.0354,0.00223,0.699,0.396,0.588,132.885,4,techno
25WjhzidELBiE8WBROJIRs,Afrocidade,Afrocidade na Pista,Tô pra Onda,29,235567,False,0.71,0.846,4,-3.981,0,0.0479,0.0798,0.00352,0.395,0.505,118.025,4,afrobeat
2LxGrlboLTVvmegFyRtdP5,Sertab Erener;Can Bonomo,İyiliğe Ninniler,Fış Fış Kayıkçı,45,424029,False,0.657,0.134,0,-13.431,1,0.0357,0.986,0.0,0.114,0.119,117.838,4,j-pop
2raB3dn9gcyexMWRo5BnO7,Fytch;Naika;Blaikz;BlackBonez,Just Like Gold (Blaikz & BlackBonez Remix),Just Like Gold - Blaikz & BlackBonez Radio Edit,41,207827,False,0.553,0.875,9,-4.351,0,0.0314,0.000672,0.0129,0.339,0.0727,145.008,4,dubstep
32b1k1AKy89SsqjDRf1jPL,Amanda Ferrari,Eu Vejo Deus,O Relógio de Deus,48,299200,False,0.567,0.828,0,-3.24,1,0.0322,0.489,0.0,0.368,0.657,145.927,4,brazil
39CpnbER8qi0lbjLiZZu66,Balsam Range,Five,Moon Over Memphis,29,267226,False,0.61,0.805,11,-5.611,1,0.0306,0.53,0.0204,0.136,0.892,133.987,4,bluegrass
2JuasWPUodaUxf5nwNpciQ,Alice In Chains,Jar Of Flies,Nutshell,71,259200,False,0.384,0.561,3,-10.059,0,0.0296,0.373,0.253,0.0775,0.159,136.136,3,grunge
2WapKcY8pMF3peBzZKw90S,Pixote,Pixote 20 Anos Sem Moderação,Dilema / Meu Amor / Coisas do Amor (Fã de Carteirinha),47,329176,False,0.269,0.663,2,-11.726,1,0.123,0.314,0.0,0.93,0.497,160.045,4,sertanejo
4PwTeFfKqmR3XIeXXUBDOf,Sachet-Parampara;Sachet Tandon,"Maiyya Mainu (From ""Jersey"")","Maiyya Mainu (From ""Jersey"")",78,231575,False,0.63,0.739,0,-3.942,1,0.0248,0.194,0.0,0.113,0.224,109.985,4,pop
7Dt5Efq8VB3BhmBWpu95f1,Justin Quiles;Robin Schulz,All That Really Matters - Just Hits,AEIOU,3,161880,False,0.689,0.856,5,-3.394,0,0.0813,0.0493,0.0,0.232,0.706,126.108,4,latino
06kxa3al7bUqRRo5nAFduZ,ILLENIUM;Annika Wells,Nightlight,Nightlight,61,222400,False,0.494,0.651,11,-4.127,0,0.0384,0.0819,0.0,0.104,0.162,149.979,4,dubstep
4jHgeA2R7PmiTIMqzKaJGN,Marthyan;Kalla Sha,GHAJANAAV,GHAJANAAV,26,153623,True,0.875,0.578,7,-5.519,1,0.202,0.723,0.0,0.092,0.471,99.961,4,malay
6KW0Vg750dPPHGAkuTfeMQ,Il Volo,¡Feliz 2021! Latin Pop,El Triste,21,273720,False,0.145,0.527,11,-7.319,0,0.037,0.833,1.26e-06,0.103,0.192,67.097,4,opera
0oQgoesQJq0fRnWOY1D73g,Burna Boy,Kilometre,Kilometre,55,152824,True,0.724,0.806,9,-3.993,1,0.175,0.054,0.0,0.053,0.449,102.924,4,dancehall
5EUkwA51dK3nEkvGgQ1dfs,RAM;Darren Porter;XiJaro & Pitch,Black Hole Trance Music 10-22,The Calling - XiJaro & Pitch Extended Remix,3,387482,False,0.518,0.999,7,-3.879,1,0.171,0.000157,0.88,0.32,0.0475,139.977,4,trance
21JnPafTGST45EuicqBjEl,N'Klabe;ELYSANIJ,Nuestra Esquina,Me Enamore Como Nunca,28,281853,False,0.7,0.796,1,-5.442,0,0.0371,0.368,9.11e-06,0.0776,0.836,97.475,4,salsa
1HQlCCa3tbPkx4hYPZBwbg,O'Death,Out Of Hands We Go,Roam,22,236190,False,0.424,0.675,2,-7.982,0,0.0499,0.647,0.127,0.101,0.566,128.97,4,goth
1fSfbrzIlBuT1XIjqRe1eM,Marshmello;Jonas Brothers,pov: it's 2021,Leave Before You Love Me,0,154983,False,0.724,0.744,7,-4.757,1,0.0398,0.00219,4.49e-06,0.116,0.645,119.978,4,progressive-house
6yZv0Nl6BXABbXoPVpfF5y,ABBA,Abba,SOS,65,202386,False,0.415,0.713,5,-5.55,1,0.0278,0.251,0.00197,0.289,0.579,125.056,4,swedish
6NgqDV3AFkXJWGFArVUQ9A,Brian Hyland,Christmas time but not Christmas songs 2022,Itsy Bitsy Teenie Weenie Yellow Polka Dot Bikini - Single Version,0,143733,False,0.814,0.427,2,-11.543,1,0.0918,0.558,0.0,0.0248,0.964,123.109,4,rock-n-roll
4blBHK4RMT3qrBeaRpaeJi,31 Minutos;Pe & Pa,Lucía la Sandía,Lucía la Sandía,38,163088,False,0.638,0.826,0,-3.967,1,0.029,0.102,0.0,0.182,0.671,136.939,4,ska
62nQ8UZVqR2RMvkJHkcO2o,Pearl Jam,Ten,Jeremy,71,318226,True,0.285,0.846,2,-6.472,1,0.0438,0.0404,0.0,0.182,0.287,108.808,4,grunge
4M0ezYulsUFJDrKk9d58y6,MEDUZA;Goodboys,Larga Vida al Electro,Piece Of Your Heart,0,152913,False,0.677,0.744,10,-6.806,0,0.0296,0.0405,0.000153,0.074,0.631,124.077,4,electro
38P367uDfa7qDKJJK0EDfx,Aromal Chekaver,Hope,Aakasham,16,198691,False,0.659,0.551,8,-8.043,1,0.206,0.297,5.81e-05,0.231,0.605,89.96,4,malay
1vXVyN6C54in9oaNjL2Hz0,=LOVE,ウィークエンドシトロン,祝祭,33,292533,False,0.622,0.809,4,-4.005,0,0.0383,0.00874,0.0,0.112,0.677,141.085,4,j-rock
0wF01oQQ1MvZErEO8sIaaB,Edo Saiya,X6,Seit du weg bist,42,211874,False,0.536,0.665,0,-11.964,0,0.106,0.0577,0.000529,0.255,0.445,128.002,4,german
38K2V3O8SKYvjY0T9v43Hg,David Arnold,Casino Royale [International Version],Vesper,50,104146,False,0.235,0.0546,9,-23.644,0,0.0391,0.886,0.913,0.0711,0.071,63.678,5,british
0DMgXXS27oK9z8clKWU0Ok,Sam Smith,Best Road Trip Pop Tunes,Time After Time - Live At Abbey Road Studios,1,232128,False,0.595,0.459,11,-9.413,1,0.0461,0.571,0.000165,0.101,0.272,129.661,4,pop
6ZyEZpsnv8mwiMEeNRK2oq,Boris Brejcha,Feuerfalter Special Edition,Dark Planet,45,512640,False,0.844,0.52,7,-9.748,1,0.0518,0.00139,0.747,0.0941,0.197,124.993,3,techno
3bssz16JkTN7OKTGn6DUL9,Chaos Descent,Faces,Faces - Original Mix,0,233280,False,0.293,0.968,7,-4.714,1,0.111,3.91e-05,1.51e-06,0.366,0.119,110.018,4,iranian
3FvAIrl7mosCrq0oR0t2CH,Jasleen Royal;Arijit Singh;Raj Shekhar,Hichki,Khol De Par,36,193178,False,0.771,0.448,9,-10.965,1,0.0306,0.516,0.000423,0.112,0.439,110.0,4,singer-songwriter
1PQNR7X8dkeC6S24LbR9fs,Charly Black;Juan Magán;Yonny Atella,You're Perfect (Remix),You're Perfect - Remix,51,201400,False,0.821,0.789,0,-4.231,0,0.218,0.0429,0.0,0.082,0.785,104.953,4,dancehall
7kH5ccq52KBe7E5SEYChlT,The Kiboomers,The Ultimate Children's Halloween Songs Playlist,Five Black Shiny Crows - 2015 Version,36,131226,False,0.765,0.387,7,-6.799,1,0.147,0.908,0.0,0.185,0.839,159.966,4,children
5JxfniFnfVXxL71Bs41G9u,Aitana;Emilia;Ptazeta,Bájale como 7500,Quieres,2,213666,False,0.796,0.646,11,-3.925,0,0.158,0.0744,0.0,0.127,0.663,180.03,4,latin
6w3dva49AnQmjWB05pJ3CH,Stereoact;Lena Marie Engel,#Schlager 2,Freiheit,32,122985,False,0.777,0.674,1,-5.99,1,0.0332,0.141,0.000174,0.127,0.644,104.955,4,party
2Sq1Nttn8R9KLijPSD5nGB,GAYLE,Here to Forever - All New Indie,abcdefu (angrier),0,159836,True,0.671,0.599,4,-6.18,1,0.0405,0.0658,0.0,0.101,0.448,121.849,3,alternative
